445,"Cheese - Mozzarella, Buffalo","€515,74",3/27/2023,445,445
446,Buffalo - Short Rib Fresh,"€845,44",9/30/2022,446,446
447,Bag Clear 10 Lb,"€224,43",11/30/2022,447,447
448,Wheat - Soft Kernal Of Wheat,"€439,40",6/12/2022,448,448
449,Berry Brulee,"€948,13",1/16/2023,449,449
450,Wine - Two Oceans Cabernet,"€457,04",11/25/2022,450,450
451,"Wine - Red, Mouton Cadet","€587,42",6/2/2022,451,451
452,Cookie Dough - Chocolate Chip,"€922,97",1/29/2023,452,452
453,Calypso - Lemonade,"€389,01",7/22/2022,453,453
454,French Kiss Vanilla,"€487,91",2/1/2023,454,454
455,Mussels - Frozen,"€596,15",6/30/2022,455,455
456,Browning Caramel Glace,"€740,12",6/25/2022,456,456
457,Ocean Spray - Kiwi Strawberry,"€108,84",10/15/2022,457,457
458,"Lettuce - Mini Greens, Whole","€877,49",9/24/2022,458,458
459,"Beef - Rib Roast, Capless","€615,54",12/3/2022,459,459
460,Saskatoon Berries - Frozen,"€354,90",4/29/2023,460,460
461,Chocolate - Liqueur Cups With Foil,"€561,96",3/29/2023,461,461
462,Pate - Peppercorn,"€106,60",5/9/2023,462,462
463,"Cheese - Cheddar, Medium","€562,36",1/2/2023,463,463
464,Flavouring Vanilla Artificial,"€387,10",7/14/2022,464,464
465,Oil - Grapeseed Oil,"€517,28",7/3/2022,465,465
466,"Bread - Roll, Calabrese","€713,77",6/7/2022,466,466
467,"Syrup - Golden, Lyles","€514,05",4/10/2023,467,467
468,Syrup - Pancake,"€869,42",2/26/2023,468,468
469,Schnappes Peppermint - Walker,"€807,54",6/8/2022,469,469
470,Muffin Carrot - Individual,"€141,76",7/18/2022,470,470
471,Nacho Chips,"€866,70",4/1/2023,471,471
472,Wine - Periguita Fonseca,"€418,57",11/9/2022,472,472
473,Lettuce - Red Leaf,"€784,64",12/30/2022,473,473
474,Ecolab - Hobart Upr Prewash Arm,"€330,32",6/12/2022,474,474
475,Ice Cream - Super Sandwich,"€776,15",10/27/2022,475,475
476,Graham Cracker Mix,"€662,15",10/3/2022,476,476
477,Flower - Potmums,"€354,89",4/26/2023,477,477
478,Food Colouring - Blue,"€546,79",6/4/2022,478,478
479,Hagen Daza - Dk Choocolate,"€496,12",2/6/2023,479,479
480,Cake - Dulce De Leche,"€900,96",6/8/2022,480,480
481,"Lemonade - Mandarin, 591 Ml","€158,24",4/19/2023,481,481
482,Syrup - Pancake,"€473,63",7/7/2022,482,482
483,Wine - Piper Heidsieck Brut,"€486,73",7/18/2022,483,483
484,Muffin Hinge Container 6,"€183,00",8/9/2022,484,484
485,Sauce - Plum,"€882,22",8/12/2022,485,485
486,Canadian Emmenthal,"€20,42",1/16/2023,486,486
487,Liqueur - Melon,"€645,38",11/2/2022,487,487
488,"Pepper - White, Ground","€617,50",11/4/2022,488,488
489,Beef - Eye Of Round,"€186,59",6/4/2022,489,489
490,"Salt - Rock, Course","€335,48",12/1/2022,490,490
491,Sprouts - Bean,"€398,67",4/17/2023,491,491
492,Wine - Delicato Merlot,"€547,88",12/21/2022,492,492
493,Appetizer - Escargot Puff,"€898,17",1/21/2023,493,493
494,Sobe - Cranberry Grapefruit,"€343,86",11/16/2022,494,494
495,Sauce - Oyster,"€365,27",12/2/2022,495,495
496,"Loaf Pan - 2 Lb, Foil","€695,34",1/4/2023,496,496
497,Calypso - Lemonade,"€306,89",10/1/2022,497,497
498,Chips - Miss Vickies,"€301,26",4/15/2023,498,498
499,"Lamb - Whole, Frozen","€132,15",5/26/2022,499,499
500,Chicken - Livers,"€230,90",4/18/2023,500,500
501,Potatoes - Idaho 100 Count,"€341,41",5/31/2022,501,501
502,Bread - Hamburger Buns,"€928,49",3/5/2023,502,502
503,"Cookies - Oreo, 4 Pack","€27,64",7/31/2022,503,503
504,The Pop Shoppe - Grape,"€178,52",1/8/2023,504,504
505,Cheese - Ricotta,"€511,26",3/17/2023,505,505
506,Silicone Paper 16.5x24,"€49,43",1/5/2023,506,506
507,Milk - Skim,"€735,31",11/10/2022,507,507
508,Lychee,"€871,37",11/17/2022,508,508
509,Kaffir Lime Leaves,"€620,27",5/9/2023,509,509
510,Carbonated Water - Wildberry,"€63,26",4/10/2023,510,510
511,Butcher Twine 4r,"€264,65",4/20/2023,511,511
512,Pie Filling - Apple,"€458,33",11/25/2022,512,512
513,"Lamb - Leg, Diced","€50,59",8/20/2022,513,513
514,"Stock - Chicken, White","€442,74",2/26/2023,514,514
515,Lobster - Canned Premium,"€177,16",2/22/2023,515,515
516,Cheese Cloth,"€490,30",5/24/2022,516,516
517,Water Chestnut - Canned,"€668,28",5/21/2023,517,517
518,Pasta - Ravioli,"€18,14",11/22/2022,518,518
519,"Sauce - White, Mix","€984,40",12/9/2022,519,519
520,Lettuce - Radicchio,"€37,74",2/8/2023,520,520
521,Bagel - Everything Presliced,"€78,12",2/3/2023,521,521
522,"Pork - Back, Long Cut, Boneless","€241,97",2/23/2023,522,522
523,Table Cloth 53x53 White,"€738,96",6/21/2022,523,523
524,Dehydrated Kelp Kombo,"€782,79",9/21/2022,524,524
525,"Mushroom - Chantrelle, Fresh","€480,95",3/5/2023,525,525
526,Vinegar - Cider,"€350,05",3/2/2023,526,526
527,Soup Campbells Beef With Veg,"€453,51",8/30/2022,527,527
528,Spice - Pepper Portions,"€391,54",5/10/2023,528,528
529,Chicken - Ground,"€393,72",8/13/2022,529,529
530,Basil - Fresh,"€509,48",10/15/2022,530,530
531,Compound - Rum,"€158,39",3/30/2023,531,531
532,"Sugar - Sweet N Low, Individual","€521,66",11/24/2022,532,532
533,Container - Clear 32 Oz,"€45,80",3/15/2023,533,533
534,Soup Campbells Beef With Veg,"€309,18",12/21/2022,534,534
535,"Pepper - Paprika, Spanish","€167,10",1/22/2023,535,535
536,V8 - Berry Blend,"€738,29",9/11/2022,536,536
537,Flounder - Fresh,"€448,75",7/22/2022,537,537
538,Butter - Pod,"€36,61",2/12/2023,538,538
539,"Artichoke - Hearts, Canned","€497,25",12/28/2022,539,539
540,Beer - Guiness,"€889,57",2/19/2023,540,540
541,Gloves - Goldtouch Disposable,"€349,88",10/7/2022,541,541
542,Fruit Salad Deluxe,"€43,74",10/27/2022,542,542
543,Buffalo - Tenderloin,"€484,80",5/9/2023,543,543
544,"Marjoram - Dried, Rubbed","€454,23",11/21/2022,544,544
545,Amarula Cream,"€13,95",4/25/2023,545,545
546,Bread - White Mini Epi,"€475,05",10/20/2022,546,546
547,Filling - Mince Meat,"€201,90",5/7/2023,547,547
548,"Beef - Tenderlion, Center Cut","€877,22",2/25/2023,548,548
549,Beef - Texas Style Burger,"€307,70",4/4/2023,549,549
550,Soup - Base Broth Chix,"€761,19",8/7/2022,550,550
551,Garlic - Peeled,"€315,59",2/25/2023,551,551
552,Tomatillo,"€707,53",10/10/2022,552,552
553,Glaze - Clear,"€637,13",11/25/2022,553,553
554,Veal - Slab Bacon,"€826,01",9/11/2022,554,554
555,Onions - Green,"€176,66",3/22/2023,555,555
556,"Sugar - Sweet N Low, Individual","€106,55",3/8/2023,556,556
557,Clam Nectar,"€125,97",9/5/2022,557,557
558,"Cheese - Boursin, Garlic / Herbs","€484,42",12/27/2022,558,558
559,Pepper - Cubanelle,"€670,87",2/14/2023,559,559
560,Water - Evian 355 Ml,"€82,64",5/31/2022,560,560
561,Pastry - Cheese Baked Scones,"€669,35",8/16/2022,561,561
562,Salmon Steak - Cohoe 6 Oz,"€527,59",11/25/2022,562,562
563,Absolut Citron,"€671,12",11/4/2022,563,563
564,Tart - Raisin And Pecan,"€296,86",6/17/2022,564,564
565,Tomatillo,"€812,36",2/4/2023,565,565
566,Coffee Cup 12oz 5342cd,"€694,53",3/7/2023,566,566
567,Bread Base - Toscano,"€577,74",4/15/2023,567,567
568,Lime Cordial - Roses,"€319,35",8/17/2022,568,568
569,Aromat Spice / Seasoning,"€568,41",1/15/2023,569,569
570,"Cake Circle, Paprus","€304,10",6/12/2022,570,570
571,Pimento - Canned,"€682,06",12/29/2022,571,571
572,Muffin Mix - Raisin Bran,"€369,19",1/22/2023,572,572
573,Turnip - White,"€285,57",9/16/2022,573,573
574,Bar Nature Valley,"€523,85",7/15/2022,574,574
575,Nutmeg - Ground,"€627,61",8/19/2022,575,575
576,Bagelers - Cinn / Brown Sugar,"€982,49",3/10/2023,576,576
577,Cheese - Valancey,"€302,09",7/3/2022,577,577
578,Ham Black Forest,"€466,91",11/15/2022,578,578
579,Juice - Lemon,"€901,87",9/10/2022,579,579
580,Chocolate - White,"€705,07",3/28/2023,580,580
581,"Bread - Multigrain, Loaf","€773,82",10/20/2022,581,581
582,Energy Drink,"€379,03",6/16/2022,582,582
583,"Pasta - Canelloni, Single Serve","€155,42",7/23/2022,583,583
584,Curry Paste - Green Masala,"€977,51",8/6/2022,584,584
585,Beans - Soya Bean,"€977,47",2/22/2023,585,585
586,"Crab - Claws, Snow 16 - 24","€941,17",6/17/2022,586,586
587,Bar - Sweet And Salty Chocolate,"€888,74",11/4/2022,587,587
588,"Quail - Whole, Bone - In","€705,12",8/20/2022,588,588
589,Bread - Kimel Stick Poly,"€617,31",1/28/2023,589,589
590,Cake - Miini Cheesecake Cherry,"€569,08",8/10/2022,590,590
591,Crackers - Soda / Saltins,"€651,13",6/6/2022,591,591
592,Sour Puss Raspberry,"€665,17",12/29/2022,592,592
593,Snapple Raspberry Tea,"€32,40",8/11/2022,593,593
594,Muffin Chocolate Individual Wrap,"€8,66",1/8/2023,594,594
595,"Wine - White, Riesling, Henry Of","€753,72",10/20/2022,595,595
596,Cardamon Ground,"€364,34",1/13/2023,596,596
597,Capers - Ox Eye Daisy,"€290,64",9/27/2022,597,597
598,Oyster - In Shell,"€83,87",1/31/2023,598,598
599,"Doilies - 7, Paper","€159,20",10/13/2022,599,599
600,Grapefruit - Pink,"€774,65",9/29/2022,600,600
601,Lid - 3oz Med Rec,"€696,42",8/26/2022,601,601
602,Mix Pina Colada,"€480,76",2/15/2023,602,602
603,Foam Dinner Plate,"€6,95",5/4/2023,603,603
604,Wine - Alsace Riesling Reserve,"€76,13",5/4/2023,604,604
605,"Trout - Rainbow, Frozen","€903,12",12/1/2022,605,605
606,Wine - Vineland Estate Semi - Dry,"€269,91",11/12/2022,606,606
607,Dried Peach,"€945,07",8/2/2022,607,607
608,Table Cloth - 53x69 Colour,"€957,63",8/24/2022,608,608
609,Tamarind Paste,"€724,76",5/1/2023,609,609
610,Wine - Clavet Saint Emilion,"€414,40",6/8/2022,610,610
611,"Marsala - Sperone, Fine, D.o.c.","€224,18",1/14/2023,611,611
612,Beef - Diced,"€665,83",12/23/2022,612,612
613,Sansho Powder,"€178,49",11/4/2022,613,613
614,Poppy Seed,"€437,75",1/13/2023,614,614
615,Beef - Tender Tips,"€749,71",5/18/2023,615,615
616,Sobe - Green Tea,"€959,75",8/7/2022,616,616
617,Plate Foam Laminated 9in Blk,"€566,01",2/5/2023,617,617
618,Steampan Lid,"€818,00",7/13/2022,618,618
619,Pork - Shoulder,"€266,37",2/14/2023,619,619
620,Tamarind Paste,"€387,84",1/30/2023,620,620
621,"Quail - Whole, Bone - In","€899,29",6/20/2022,621,621
622,Sugar - Fine,"€383,59",11/7/2022,622,622
623,Easy Off Oven Cleaner,"€4,29",12/23/2022,623,623
624,Lamb Rack Frenched Australian,"€130,86",7/5/2022,624,624
625,Dooleys Toffee,"€413,84",10/14/2022,625,625
626,Oil - Cooking Spray,"€479,59",8/29/2022,626,626
627,Wine - Segura Viudas Aria Brut,"€130,89",10/3/2022,627,627
628,Bread - Corn Muffaletta,"€884,11",6/1/2022,628,628
629,"Tuna - Canned, Flaked, Light","€751,33",1/9/2023,629,629
630,Sesame Seed Black,"€783,69",5/27/2022,630,630
631,Wine - Valpolicella Masi,"€560,67",6/26/2022,631,631
632,Lamb - Shoulder,"€395,04",11/21/2022,632,632
633,Soup - French Onion,"€40,75",7/15/2022,633,633
634,Cheese - Ermite Bleu,"€911,43",2/20/2023,634,634
635,Sprouts - Pea,"€359,73",11/19/2022,635,635
636,Table Cloth 72x144 White,"€881,77",11/1/2022,636,636
637,Wine - Black Tower Qr,"€910,47",5/10/2023,637,637
638,"Vodka - Hot, Lnferno","€879,51",12/22/2022,638,638
639,Uniform Linen Charge,"€951,86",7/23/2022,639,639
640,"Pasta - Lasagne, Fresh","€433,96",8/5/2022,640,640
641,Pastry - Lemon Danish - Mini,"€600,53",3/31/2023,641,641
642,Sole - Fillet,"€699,50",5/18/2023,642,642
643,Towels - Paper / Kraft,"€969,76",1/14/2023,643,643
644,Rambutan,"€963,73",9/24/2022,644,644
645,"Pasta - Lasagne, Fresh","€709,71",8/21/2022,645,645
646,Lychee,"€100,91",7/17/2022,646,646
647,"Syrup - Monin, Amaretta","€370,92",12/12/2022,647,647
648,Campari,"€784,85",4/22/2023,648,648
649,Lamb - Loin Chops,"€934,34",7/4/2022,649,649
650,Raisin - Golden,"€635,86",10/25/2022,650,650
651,Sugar - Individual Portions,"€442,08",7/24/2022,651,651
652,Cod - Black Whole Fillet,"€934,54",10/13/2022,652,652
653,"Wine - Red, Mosaic Zweigelt","€843,57",9/9/2022,653,653
654,Island Oasis - Peach Daiquiri,"€640,41",5/13/2023,654,654
655,"Basil - Primerba, Paste","€258,81",12/15/2022,655,655
656,"Cake Circle, Paprus","€193,52",8/18/2022,656,656
657,Lid - 16 Oz And 32 Oz,"€402,95",5/21/2023,657,657
658,"Lid - 10,12,16 Oz","€899,19",3/5/2023,658,658
659,Bacardi Breezer - Strawberry,"€974,45",9/26/2022,659,659
660,Chef Hat 25cm,"€386,50",2/17/2023,660,660
661,The Pop Shoppe - Grape,"€300,13",1/4/2023,661,661
662,Lettuce - Belgian Endive,"€19,08",7/25/2022,662,662
663,Persimmons,"€848,99",6/13/2022,663,663
664,Steam Pan - Half Size Deep,"€410,38",4/16/2023,664,664
665,Munchies Honey Sweet Trail Mix,"€276,57",1/30/2023,665,665
666,Cabbage - Nappa,"€807,88",12/8/2022,666,666
667,Vaccum Bag 10x13,"€363,22",4/20/2023,667,667
668,Seedlings - Clamshell,"€227,35",11/6/2022,668,668
669,Bag - Clear 7 Lb,"€135,23",9/30/2022,669,669
670,Compound - Mocha,"€873,57",1/22/2023,670,670
671,Yoplait - Strawbrasp Peac,"€834,49",10/3/2022,671,671
672,Mace Ground,"€998,33",12/5/2022,672,672
673,"Jam - Blackberry, 20 Ml Jar","€222,53",3/2/2023,673,673
674,"Soup - Campbells, Creamy","€875,00",3/26/2023,674,674
675,Allspice - Jamaican,"€721,91",6/10/2022,675,675
676,Soap - Mr.clean Floor Soap,"€431,79",11/8/2022,676,676
677,Beef - Top Sirloin,"€739,99",2/21/2023,677,677
678,Garlic - Elephant,"€675,53",9/11/2022,678,678
679,Soup - Cream Of Broccoli,"€55,22",12/11/2022,679,679
680,Sprouts - Brussel,"€326,50",7/12/2022,680,680
681,"Beef - Bones, Cut - Up","€13,64",8/21/2022,681,681
682,Flour - Strong Pizza,"€529,48",10/1/2022,682,682
683,Basil - Seedlings Cookstown,"€97,49",1/2/2023,683,683
684,Petit Baguette,"€37,02",8/17/2022,684,684
685,Lemon Tarts,"€54,66",2/16/2023,685,685
686,Snapple - Iced Tea Peach,"€40,80",9/4/2022,686,686
687,Tea - Mint,"€955,78",4/19/2023,687,687
688,Appetizer - Veg Assortment,"€323,55",4/12/2023,688,688
689,Food Colouring - Red,"€223,62",12/6/2022,689,689
690,Longos - Assorted Sandwich,"€77,16",11/7/2022,690,690
691,Pineapple - Regular,"€431,73",9/4/2022,691,691
692,Wine - Zinfandel Rosenblum,"€919,24",7/12/2022,692,692
693,Lobster - Live,"€725,62",1/30/2023,693,693
694,Roe - White Fish,"€884,49",11/6/2022,694,694
695,Capers - Ox Eye Daisy,"€965,97",12/24/2022,695,695
696,"Nut - Pine Nuts, Whole","€473,30",9/19/2022,696,696
697,Lettuce - Radicchio,"€123,66",12/30/2022,697,697
698,Lettuce - Boston Bib - Organic,"€53,18",5/23/2023,698,698
699,Flower - Dish Garden,"€83,28",2/5/2023,699,699
700,Bread - Assorted Rolls,"€801,54",2/9/2023,700,700
701,Bread Bowl Plain,"€682,01",9/8/2022,701,701
702,"Pasta - Detalini, White, Fresh","€759,71",4/24/2023,702,702
703,Cheese - Sheep Milk,"€513,27",10/14/2022,703,703
704,Cheese - Colby,"€358,75",3/27/2023,704,704
705,Pork - Smoked Back Bacon,"€902,43",1/13/2023,705,705
706,Figs,"€838,18",11/8/2022,706,706
707,"Veal - Brisket, Provimi, Bone - In","€239,68",2/15/2023,707,707
708,Orange - Tangerine,"€250,81",4/30/2023,708,708
709,Wine - Pinot Noir Pond Haddock,"€274,73",4/1/2023,709,709
710,"Juice - Grapefruit, 341 Ml","€291,98",10/11/2022,710,710
711,"Iced Tea - Lemon, 460 Ml","€997,83",3/2/2023,711,711
712,Pizza Pizza Dough,"€537,37",9/3/2022,712,712
713,Cheese - Oka,"€205,63",6/13/2022,713,713
714,Bread - White Epi Baguette,"€106,08",12/14/2022,714,714
715,Garbage Bag - Clear,"€374,71",11/2/2022,715,715
716,Wine - Puligny Montrachet A.,"€815,26",4/9/2023,716,716
717,Chocolate Bar - Reese Pieces,"€118,41",7/18/2022,717,717
718,"Beef - Tongue, Fresh","€258,79",11/27/2022,718,718
719,Wine - Masi Valpolocell,"€506,89",5/22/2023,719,719
720,"Wine - White, Ej","€713,37",1/2/2023,720,720
721,Nut - Pumpkin Seeds,"€461,05",3/22/2023,721,721
722,"Rum - Coconut, Malibu","€103,52",7/2/2022,722,722
723,Beef - Inside Round,"€651,12",6/23/2022,723,723
724,Muffin - Blueberry Individual,"€948,30",2/28/2023,724,724
725,Beer - Paulaner Hefeweisse,"€89,86",5/27/2022,725,725
726,French Kiss Vanilla,"€272,32",7/18/2022,726,726
727,Chocolate - Chips Compound,"€686,26",7/23/2022,727,727
728,Ocean Spray - Ruby Red,"€919,93",1/21/2023,728,728
729,"Soup - Knorr, Veg / Beef","€371,78",10/4/2022,729,729
730,Foil Wrap,"€14,83",3/2/2023,730,730
731,Mushroom - Chanterelle Frozen,"€709,45",10/8/2022,731,731
732,Southern Comfort,"€613,35",1/10/2023,732,732
733,Dc Hikiage Hira Huba,"€412,43",10/2/2022,733,733
734,"Tart Shells - Savory, 2","€922,42",10/27/2022,734,734
735,"Pepper - Black, Whole","€845,67",10/13/2022,735,735
736,Wine - Guy Sage Touraine,"€481,40",7/24/2022,736,736
737,Syrup - Monin - Blue Curacao,"€888,40",6/20/2022,737,737
738,Bread - Raisin Walnut Oval,"€523,50",1/11/2023,738,738
739,Puree - Kiwi,"€943,07",2/28/2023,739,739
740,Rabbit - Legs,"€489,48",3/5/2023,740,740
741,Juice - Lemon,"€213,90",5/13/2023,741,741
742,Cleaner - Lime Away,"€801,87",9/4/2022,742,742
743,Mayonnaise - Individual Pkg,"€106,85",10/30/2022,743,743
744,Fudge - Cream Fudge,"€753,53",5/30/2022,744,744
745,"Lamb - Whole, Frozen","€210,97",1/17/2023,745,745
746,Wine - Maipo Valle Cabernet,"€990,03",6/14/2022,746,746
747,Milk - Skim,"€311,69",8/31/2022,747,747
748,"Stock - Chicken, White","€632,10",6/29/2022,748,748
749,Mince Meat - Filling,"€595,50",3/31/2023,749,749
750,Towel - Roll White,"€503,81",11/7/2022,750,750
751,"Beans - Navy, Dry","€812,87",8/21/2022,751,751
752,Juice - Lemon,"€748,55",8/18/2022,752,752
753,Gelatine Powder,"€806,82",9/1/2022,753,753
754,Fond - Neutral,"€916,51",6/13/2022,754,754
755,Sherbet - Raspberry,"€365,09",10/19/2022,755,755
756,Appetizer - Mushroom Tart,"€187,38",8/4/2022,756,756
757,Liners - Baking Cups,"€34,73",6/8/2022,757,757
758,Liqueur - Melon,"€380,34",1/6/2023,758,758
759,Hold Up Tool Storage Rack,"€865,12",5/2/2023,759,759
760,Bouillion - Fish,"€975,18",11/24/2022,760,760
761,Cookie Trail Mix,"€501,55",5/18/2023,761,761
762,Poppy Seed,"€579,36",8/9/2022,762,762
763,"Pepper - Paprika, Spanish","€359,86",10/13/2022,763,763
764,Salt - Seasoned,"€720,10",10/7/2022,764,764
765,Lamb Leg - Bone - In Nz,"€13,93",5/15/2023,765,765
766,Chocolate - Milk,"€721,91",8/16/2022,766,766
767,Energy Drink - Redbull 355ml,"€534,85",1/11/2023,767,767
768,Rice - Wild,"€377,81",11/29/2022,768,768
769,"Sauce - Bernaise, Mix","€681,87",3/7/2023,769,769
770,Flour - Bread,"€725,98",4/30/2023,770,770
771,Wine - Maipo Valle Cabernet,"€614,80",4/4/2023,771,771
772,Beef Wellington,"€770,18",11/24/2022,772,772
773,"7up Diet, 355 Ml","€618,08",9/3/2022,773,773
774,Puree - Raspberry,"€470,05",6/18/2022,774,774
775,Beans - Butter Lrg Lima,"€784,83",11/9/2022,775,775
776,Lobak,"€202,07",7/25/2022,776,776
777,Flower - Carnations,"€895,09",10/21/2022,777,777
778,Pan Grease,"€110,81",2/17/2023,778,778
779,Pomello,"€102,34",9/11/2022,779,779
780,Bread - French Stick,"€721,36",5/1/2023,780,780
781,Ezy Change Mophandle,"€24,54",4/8/2023,781,781
782,Syrup - Pancake,"€116,96",1/25/2023,782,782
783,Pickles - Gherkins,"€725,83",1/14/2023,783,783
784,"Wine - Red, Lurton Merlot De","€231,10",6/29/2022,784,784
785,"Wine - Red, Metus Rose","€532,50",11/7/2022,785,785
786,Quiche Assorted,"€426,80",4/16/2023,786,786
787,"Veal - Shank, Pieces","€616,33",2/25/2023,787,787
788,Bar Mix - Lemon,"€667,74",10/25/2022,788,788
789,Crackers Cheez It,"€416,13",2/18/2023,789,789
790,Kale - Red,"€782,35",3/7/2023,790,790
791,Wine - Jaboulet Cotes Du Rhone,"€564,92",8/4/2022,791,791
792,Crab Meat Claw Pasteurise,"€728,63",12/9/2022,792,792
793,Chinese Foods - Pepper Beef,"€944,88",10/15/2022,793,793
794,Carbonated Water - Strawberry,"€588,89",9/20/2022,794,794
795,Flour Dark Rye,"€886,43",5/13/2023,795,795
796,Tamarillo,"€54,73",1/26/2023,796,796
797,Scallops - U - 10,"€342,15",6/11/2022,797,797
798,Pimento - Canned,"€597,53",3/29/2023,798,798
799,Beef Tenderloin Aaa,"€51,90",6/15/2022,799,799
800,Celery,"€391,92",11/8/2022,800,800
801,Stock - Fish,"€796,66",11/29/2022,801,801
802,Pepper - Orange,"€350,08",10/6/2022,802,802
803,Turkey - Ground. Lean,"€530,67",2/22/2023,803,803
804,Garbage Bags - Clear,"€472,99",7/6/2022,804,804
805,Wine - Delicato Merlot,"€279,70",12/18/2022,805,805
806,Bread - Onion Focaccia,"€33,91",4/8/2023,806,806
807,"Oranges - Navel, 72","€342,51",10/21/2022,807,807
808,Kellogs Cereal In A Cup,"€178,99",11/28/2022,808,808
809,Roe - White Fish,"€238,31",9/29/2022,809,809
810,Lobster - Canned Premium,"€73,57",2/28/2023,810,810
811,Bread - Sour Batard,"€450,23",4/3/2023,811,811
812,Soup - Campbells Pasta Fagioli,"€379,25",7/4/2022,812,812
813,Wine - Champagne Brut Veuve,"€681,03",6/16/2022,813,813
814,Cookie - Oatmeal,"€61,79",5/11/2023,814,814
815,Onion Powder,"€773,73",5/24/2022,815,815
816,Soup - Campbells Pasta Fagioli,"€907,96",3/14/2023,816,816
817,Savory,"€487,47",1/1/2023,817,817
818,Beer - True North Strong Ale,"€963,58",3/14/2023,818,818
819,Apricots - Halves,"€369,23",8/16/2022,819,819
820,Bread - Bistro White,"€476,99",9/26/2022,820,820
821,Glass Clear 8 Oz,"€105,94",7/25/2022,821,821
822,Dill Weed - Dry,"€345,97",8/7/2022,822,822
823,Bamboo Shoots - Sliced,"€821,00",7/30/2022,823,823
824,"Crab - Dungeness, Whole, live","€156,07",11/7/2022,824,824
825,Tomatoes,"€103,87",3/9/2023,825,825
826,Tobasco Sauce,"€387,59",1/13/2023,826,826
827,Pears - Bartlett,"€890,36",1/3/2023,827,827
828,Wine - Rioja Campo Viejo,"€290,14",7/15/2022,828,828
829,Irish Cream - Baileys,"€913,66",11/23/2022,829,829
830,Snails - Large Canned,"€914,06",8/29/2022,830,830
831,Wine - Niagara Peninsula Vqa,"€924,23",8/8/2022,831,831
832,Liners - Baking Cups,"€638,34",5/28/2022,832,832
833,Eel Fresh,"€229,91",7/7/2022,833,833
834,Wine - Alsace Riesling Reserve,"€371,77",10/14/2022,834,834
835,Wine - Acient Coast Caberne,"€136,79",8/11/2022,835,835
836,Goldschalger,"€653,92",10/7/2022,836,836
837,Dooleys Toffee,"€997,07",8/14/2022,837,837
838,"Cheese - Woolwich Goat, Log","€769,99",4/14/2023,838,838
839,Canada Dry,"€701,61",8/27/2022,839,839
840,"Beef - Baby, Liver","€82,85",10/27/2022,840,840
841,Apron,"€457,02",1/27/2023,841,841
842,Artichoke - Fresh,"€306,15",1/6/2023,842,842
843,Cucumber - English,"€265,20",10/4/2022,843,843
844,Bread Crumbs - Panko,"€407,08",3/21/2023,844,844
845,Ecolab Crystal Fusion,"€822,55",5/26/2022,845,845
846,Wine - Vovray Sec Domaine Huet,"€812,86",3/19/2023,846,846
847,Wine - Alsace Gewurztraminer,"€667,21",12/14/2022,847,847
848,Apricots - Halves,"€280,88",4/3/2023,848,848
849,Cookies - Fortune,"€406,61",10/11/2022,849,849
850,Juice - Mango,"€226,16",7/22/2022,850,850
851,Chinese Foods - Thick Noodles,"€722,65",7/8/2022,851,851
852,Oil - Peanut,"€630,36",9/19/2022,852,852
853,"Pasta - Lasagna Noodle, Frozen","€189,88",12/28/2022,853,853
854,Coffee - Almond Amaretto,"€436,52",5/14/2023,854,854
855,Cinnamon - Stick,"€369,65",9/19/2022,855,855
856,Baking Powder,"€947,20",12/3/2022,856,856
857,Pur Value,"€878,35",9/8/2022,857,857
858,"Pepper - Julienne, Frozen","€978,67",8/14/2022,858,858
859,"Champagne - Brights, Dry","€531,17",8/20/2022,859,859
860,Veal - Bones,"€76,33",11/1/2022,860,860
861,Oil - Sesame,"€107,55",11/3/2022,861,861
862,Beer - Fruli,"€953,99",8/28/2022,862,862
863,Beer - Steamwhistle,"€610,76",6/26/2022,863,863
864,Hot Choc Vending,"€869,79",7/17/2022,864,864
865,"Beer - Alexander Kieths, Pale Ale","€697,96",2/2/2023,865,865
866,Muffin Mix - Banana Nut,"€803,48",1/20/2023,866,866
867,Wine - Cave Springs Dry Riesling,"€974,09",4/16/2023,867,867
868,Vinegar - White Wine,"€971,96",12/6/2022,868,868
869,Potatoes - Pei 10 Oz,"€279,52",9/20/2022,869,869
870,"Wine - Bourgogne 2002, La","€474,24",9/4/2022,870,870
871,Vaccum Bag - 14x20,"€88,90",5/6/2023,871,871
872,Kiwano,"€842,62",10/2/2022,872,872
873,"Cup - 3.5oz, Foam","€280,65",5/29/2022,873,873
874,Carrots - Jumbo,"€259,66",5/13/2023,874,874
875,Sultanas,"€422,63",7/25/2022,875,875
876,Glucose,"€558,04",6/3/2022,876,876
877,Ice Cream Bar - Oreo Sandwich,"€832,75",8/5/2022,877,877
878,Wine - Manischewitz Concord,"€877,36",12/7/2022,878,878
879,Wine - Red Oakridge Merlot,"€62,92",1/23/2023,879,879
880,Jack Daniels,"€499,68",6/15/2022,880,880
881,Shallots,"€54,47",3/25/2023,881,881
882,Sherry - Dry,"€762,06",8/7/2022,882,882
883,Bag - Clear 7 Lb,"€430,88",1/31/2023,883,883
884,"Iced Tea - Lemon, 340ml","€816,49",5/19/2023,884,884
885,Flower - Commercial Spider,"€560,77",2/5/2023,885,885
886,Kiwi Gold Zespri,"€218,55",11/16/2022,886,886
887,Cheese - Blue,"€224,72",7/19/2022,887,887
888,Cheese - Gouda Smoked,"€645,86",9/2/2022,888,888
